Provincia;Any - Trimestre;Percentatge
Sevilla;2018T2;22,16
Sevilla;2018T1;24,41
Sevilla;2017T4;22,42
Sevilla;2017T3;23,54
Sevilla;2017T2;24,76
Sevilla;2017T1;26,37
Sevilla;2016T4;27,03
Sevilla;2016T3;28,02
Sevilla;2016T2;27,01
Sevilla;2016T1;28,49
Sevilla;2015T4;29,08
Sevilla;2015T3;31,23
Sevilla;2015T2;29,31
Sevilla;2015T1;32,38
Sevilla;2014T4;31,41
Sevilla;2014T3;33,49
Sevilla;2014T2;32,36
Sevilla;2014T1;33,85
Sevilla;2013T4;35,27
Sevilla;2013T3;34,03
Sevilla;2013T2;33,45
Sevilla;2013T1;33,29
Sevilla;2012T4;32,62
Sevilla;2012T3;32,63
Sevilla;2012T2;30,69
Sevilla;2012T1;30,05
Sevilla;2011T4;28,37
Sevilla;2011T3;27,84
Sevilla;2011T2;25,81
Sevilla;2011T1;26,51
Sevilla;2010T4;24,42
Sevilla;2010T3;26,64
Sevilla;2010T2;24,47
Sevilla;2010T1;25,54
Sevilla;2009T4;25,15
Sevilla;2009T3;24,11
Sevilla;2009T2;22,65
Sevilla;2009T1;22,16
Sevilla;2008T4;19,72
Sevilla;2008T3;15,89
Sevilla;2008T2;14,09
Sevilla;2008T1;14,13
Sevilla;2007T4;13,18
Sevilla;2007T3;12,82
Sevilla;2007T2;12,89
Sevilla;2007T1;12,88
Sevilla;2006T4;12,89
Sevilla;2006T3;13,04
Sevilla;2006T2;12,12
Sevilla;2006T1;13,33
Sevilla;2005T4;13
Sevilla;2005T3;14,4
Sevilla;2005T2;13,07
Sevilla;2005T1;14,73
Sevilla;2004T4;16,32
Sevilla;2004T3;17,79
Sevilla;2004T2;17,94
Sevilla;2004T1;17
Sevilla;2003T4;17,1
Sevilla;2003T3;18,22
Sevilla;2003T2;17,93
Sevilla;2003T1;20,05
Sevilla;2002T4;21,21
Sevilla;2002T3;19,31
Sevilla;2002T2;19,2
Sevilla;2002T1;20,61
Soria;2024T4;5,37
Soria;2024T3;5,77
Soria;2024T2;4,15
Soria;2024T1;10,07
Soria;2023T4;5,14
Soria;2023T3;7,46
Soria;2023T2;7,65
Soria;2023T1;10,89
Soria;2022T4;7,96
Soria;2022T3;7,65
Soria;2022T2;7,61
Soria;2022T1;9,18
Soria;2021T4;7,73
Soria;2021T3;6,66
Soria;2021T2;11,78
Soria;2021T1;10,64
Soria;2020T4;7,67
Soria;2020T3;9,03
Soria;2020T2;8,77
Soria;2020T1;9,58
Soria;2019T4;7,23
Soria;2019T3;7,05
Soria;2019T2;8,75
Soria;2019T1;6,89
Soria;2018T4;4,35
Soria;2018T3;7,84
Soria;2018T2;8,68
Soria;2018T1;11,4
Soria;2017T4;9,55
Soria;2017T3;8,29
Soria;2017T2;13,04
Soria;2017T1;12,48
Soria;2016T4;12,25
Soria;2016T3;10,96
Soria;2016T2;14,18
Soria;2016T1;15,44
Soria;2015T4;13,33
Soria;2015T3;11,95
Soria;2015T2;15,51
Soria;2015T1;15,52
Soria;2014T4;16,96
Soria;2014T3;17,06
Soria;2014T2;16,4
Soria;2014T1;17,72
Soria;2013T4;16,32
Soria;2013T3;14,67
Soria;2013T2;16,98
Soria;2013T1;18,37
Soria;2012T4;15,87
Soria;2012T3;14,32
Soria;2012T2;14,45
Soria;2012T1;14,67
Soria;2011T4;12,9
Soria;2011T3;11,76
Soria;2011T2;14,04
Soria;2011T1;15,78
Soria;2010T4;13,55
Soria;2010T3;11,08
Soria;2010T2;13,32
Soria;2010T1;11,55
Soria;2009T4;12,24
Soria;2009T3;6,85
Soria;2009T2;10,24
Soria;2009T1;12,63
Soria;2008T4;5,66
Soria;2008T3;4,77
Soria;2008T2;6,58
Soria;2008T1;5,32
Soria;2007T4;4,07
Soria;2007T3;5,28
Soria;2007T2;4,7
Soria;2007T1;4,81
Soria;2006T4;5,67
Soria;2006T3;4,62
Soria;2006T2;5,02
Soria;2006T1;5,56
Soria;2005T4;4,06
Soria;2005T3;4,25
Soria;2005T2;6,43
Soria;2005T1;6,12
Soria;2004T4;2,87
Soria;2004T3;3,73
Soria;2004T2;6,88
Soria;2004T1;3,72
Soria;2003T4;4,37
Soria;2003T3;5,98
Soria;2003T2;4,1
Soria;2003T1;4,95
Soria;2002T4;4,32
Soria;2002T3;5,44
Soria;2002T2;4,36
Soria;2002T1;5,26
Tarragona;2024T4;12,67
Tarragona;2024T3;11,28
Tarragona;2024T2;13,44
Tarragona;2024T1;13,4
Tarragona;2023T4;14,88
Tarragona;2023T3;10,38
Tarragona;2023T2;8,06
Tarragona;2023T1;11,78
Tarragona;2022T4;10,14
Tarragona;2022T3;11,27
Tarragona;2022T2;11,18
Tarragona;2022T1;12,99
Tarragona;2021T4;13,08
Tarragona;2021T3;11,86
Tarragona;2021T2;12,87
Tarragona;2021T1;15,64
Tarragona;2020T4;17,47
Tarragona;2020T3;15,43
Tarragona;2020T2;15,34
Tarragona;2020T1;12,83
Tarragona;2019T4;11,96
Tarragona;2019T3;12,21
Tarragona;2019T2;14,16
Tarragona;2019T1;15,49
Tarragona;2018T4;15,39
Tarragona;2018T3;13,93
Tarragona;2018T2;14,7
Tarragona;2018T1;15,84
Tarragona;2017T4;15,92
Tarragona;2017T3;13,5
Tarragona;2017T2;14,95
Tarragona;2017T1;19,98
Tarragona;2016T4;17,41
Tarragona;2016T3;18,13
Tarragona;2016T2;19,43
Tarragona;2016T1;21,27
Tarragona;2015T4;21,86
Tarragona;2015T3;20,55
Tarragona;2015T2;22,16
Tarragona;2015T1;23,17
Tarragona;2014T4;23,12
Tarragona;2014T3;20,78
Tarragona;2014T2;23,79
Tarragona;2014T1;26,16
Tarragona;2013T4;26,65
Tarragona;2013T3;25,19
Tarragona;2013T2;26,76
Tarragona;2013T1;29,05
Tarragona;2012T4;25,54
Tarragona;2012T3;23,43
Tarragona;2012T2;21,27
Tarragona;2012T1;23,4
Tarragona;2011T4;21,86
Tarragona;2011T3;19,82
Tarragona;2011T2;18,22
Tarragona;2011T1;20,04
Tarragona;2010T4;19,71
Tarragona;2010T3;18,23
Tarragona;2010T2;18,14
Tarragona;2010T1;18,09
Tarragona;2009T4;17,66
Tarragona;2009T3;16,16
Tarragona;2009T2;16,3
Tarragona;2009T1;18,46
Tarragona;2008T4;13,74
Tarragona;2008T3;10,06
Tarragona;2008T2;9,19
Tarragona;2008T1;7,25
Tarragona;2007T4;6,86
Tarragona;2007T3;5,82
Tarragona;2007T2;5,96
Tarragona;2007T1;7,37
Tarragona;2006T4;6,43
Tarragona;2006T3;5,8
Tarragona;2006T2;6,54
Tarragona;2006T1;6,29
Tarragona;2005T4;7,42
Tarragona;2005T3;6,28
Tarragona;2005T2;7,38
Tarragona;2005T1;7,47
Tarragona;2004T4;7,56
Tarragona;2004T3;8,3
Tarragona;2004T2;9,45
Tarragona;2004T1;8,94
Tarragona;2003T4;7,89
Tarragona;2003T3;6,27
Tarragona;2003T2;7,86
Tarragona;2003T1;9
Tarragona;2002T4;7,93
Tarragona;2002T3;7,32
Tarragona;2002T2;9,13
Tarragona;2002T1;10,58
Teruel;2024T4;8,47
Teruel;2024T3;5,74
Teruel;2024T2;8,22
Teruel;2024T1;6,36
Teruel;2023T4;9,39
Teruel;2023T3;8,26
Teruel;2023T2;8,77
Teruel;2023T1;11,15
Teruel;2022T4;9,68
Teruel;2022T3;6,4
Teruel;2022T2;9,62
Teruel;2022T1;10,06
Teruel;2021T4;7,08
Teruel;2021T3;7,19
Teruel;2021T2;8,76
Teruel;2021T1;10,51
Teruel;2020T4;9,25
Teruel;2020T3;11,15
Teruel;2020T2;11,59
Teruel;2020T1;10,35
Teruel;2019T4;9,04
Teruel;2019T3;8,09
Teruel;2019T2;10,29
Teruel;2019T1;11,66
Teruel;2018T4;9,23
Teruel;2018T3;8,41
Teruel;2018T2;8,79
Teruel;2018T1;10,21
Teruel;2017T4;11,16
Teruel;2017T3;10,23
Teruel;2017T2;13,16
Teruel;2017T1;14,07
Teruel;2016T4;12,27
Teruel;2016T3;12,75
Teruel;2016T2;14,24
Teruel;2016T1;14,52
Teruel;2015T4;13
Teruel;2015T3;15,46
Teruel;2015T2;18,05
Teruel;2015T1;21,59
Teruel;2014T4;19,74
Teruel;2014T3;19,82
Teruel;2014T2;20,9
Teruel;2014T1;19,67
Teruel;2013T4;19,65
Teruel;2013T3;20,86
Teruel;2013T2;19,64
Teruel;2013T1;18,82
Teruel;2012T4;15,7
Teruel;2012T3;16,79
Teruel;2012T2;16,73
Teruel;2012T1;15,74
Teruel;2011T4;14,78
Teruel;2011T3;13,95
Teruel;2011T2;15,26
Teruel;2011T1;14
Teruel;2010T4;13,39
Teruel;2010T3;14,02
Teruel;2010T2;10,37
Teruel;2010T1;10,7
Teruel;2009T4;8,84
Teruel;2009T3;9,26
Teruel;2009T2;12,15
Teruel;2009T1;10,75
Teruel;2008T4;7,41
Teruel;2008T3;5,11
Teruel;2008T2;7,61
Teruel;2008T1;5,25
Teruel;2007T4;4,43
Teruel;2007T3;5
Teruel;2007T2;4,01
Teruel;2007T1;4,46
Teruel;2006T4;2,88
Teruel;2006T3;3,81
Teruel;2006T2;4,4
Teruel;2006T1;3,94
Teruel;2005T4;5,54
Teruel;2005T3;4,13
Teruel;2005T2;4,63
Teruel;2005T1;4,65
Teruel;2004T4;4,94
Teruel;2004T3;4,37
Teruel;2004T2;3,46
Teruel;2004T1;4,61
Teruel;2003T4;6,58
Teruel;2003T3;3,38
Teruel;2003T2;4,5
Teruel;2003T1;4,27
Teruel;2002T4;7,52
Teruel;2002T3;5,52
Teruel;2002T2;6,15
Teruel;2002T1;4,83
Toledo;2024T4;11,71
Toledo;2024T3;13,54
Toledo;2024T2;14,45
Toledo;2024T1;15,78
Toledo;2023T4;11,89
Toledo;2023T3;11,99
Toledo;2023T2;13,62
Toledo;2023T1;17,06
Toledo;2022T4;15,75
Toledo;2022T3;15,99
Toledo;2022T2;15,69
Toledo;2022T1;13,31
Toledo;2021T4;13,87
Toledo;2021T3;16,79
Toledo;2021T2;18,28
Toledo;2021T1;16,71
Toledo;2020T4;19,85
Toledo;2020T3;20,31
Toledo;2020T2;16,9
Toledo;2020T1;18,29
Toledo;2019T4;16,47
Toledo;2019T3;16,49
Toledo;2019T2;17,86
Toledo;2019T1;16,62
Toledo;2018T4;17,5
Toledo;2018T3;18,03
Toledo;2018T2;20,45
Toledo;2018T1;21,89
Toledo;2017T4;20,33
Toledo;2017T3;18,59
Toledo;2017T2;22,08
Toledo;2017T1;22,65
Toledo;2016T4;23,44
Toledo;2016T3;24,31
Toledo;2016T2;26,08
Toledo;2016T1;27,77
Toledo;2015T4;27,91
Toledo;2015T3;24,86
Toledo;2015T2;28,84
Toledo;2015T1;29,13
Toledo;2014T4;28,07
Toledo;2014T3;27,84
Toledo;2014T2;28,93
Toledo;2014T1;32,88
Toledo;2013T4;31,85
Toledo;2013T3;31,83
Toledo;2013T2;32,39
Toledo;2013T1;32,16
Toledo;2012T4;30,69
Toledo;2012T3;28,25
Toledo;2012T2;28,22
Toledo;2012T1;27,89
Toledo;2011T4;24,75
Toledo;2011T3;22,28
Toledo;2011T2;24,81
Toledo;2011T1;23,64
Toledo;2010T4;23,1
Toledo;2010T3;20,69
Toledo;2010T2;21,5
Toledo;2010T1;21,65
Toledo;2009T4;19,55
Toledo;2009T3;20,65
Toledo;2009T2;21,66
Toledo;2009T1;19,62
Toledo;2008T4;15,96
Toledo;2008T3;11,88
Toledo;2008T2;10,65
Toledo;2008T1;10,04
Toledo;2007T4;7,67
Toledo;2007T3;6,47
Toledo;2007T2;7,19
Toledo;2007T1;7,08
Toledo;2006T4;7,42
Toledo;2006T3;7,69
Toledo;2006T2;7,7
Toledo;2006T1;8,97
Toledo;2005T4;9,48
Toledo;2005T3;8,31
Toledo;2005T2;10,34
Toledo;2005T1;9,42
Toledo;2004T4;10,27
Toledo;2004T3;9,67
Toledo;2004T2;10,56
Toledo;2004T1;11,34
Toledo;2003T4;11,55
Toledo;2003T3;11,46
Toledo;2003T2;11,5
Toledo;2003T1;12,28
Toledo;2002T4;11,7
Toledo;2002T3;10,98
Toledo;2002T2;12,25
Toledo;2002T1;11,12
Valencia;2024T4;11,52
Valencia;2024T3;12,52
Valencia;2024T2;10,57
Valencia;2024T1;12,2
Valencia;2023T4;12,23
Valencia;2023T3;11,49
Valencia;2023T2;11,47
Valencia;2023T1;12,69
Valencia;2022T4;12,22
Valencia;2022T3;13,82
Valencia;2022T2;12,44
Valencia;2022T1;11,73
Valencia;2021T4;12,14
Valencia;2021T3;15,35
Valencia;2021T2;16,4
Valencia;2021T1;14,96
Valencia;2020T4;14,65
Valencia;2020T3;16,35
Valencia;2020T2;16,06
Valencia;2020T1;14,08
Valencia;2019T4;12,93
Valencia;2019T3;14,58
Valencia;2019T2;14
Valencia;2019T1;13,09
Valencia;2018T4;13,17
Valencia;2018T3;15,58
Valencia;2018T2;15,66
Valencia;2018T1;16,36
Valencia;2017T4;16,43
Valencia;2017T3;18,85
Valencia;2017T2;19,06
Valencia;2017T1;19,82
Valencia;2016T4;20,24
Valencia;2016T3;21,43
Valencia;2016T2;20,55
Valencia;2016T1;20,67
Valencia;2015T4;20,79
Valencia;2015T3;21,96
Valencia;2015T2;22,05
Valencia;2015T1;22,43
Valencia;2014T4;22,21
Valencia;2014T3;25,88
Valencia;2014T2;25,94
Valencia;2014T1;27,48
Valencia;2013T4;25,43
Valencia;2013T3;28,27
Valencia;2013T2;29,06
Valencia;2013T1;27,88
Valencia;2012T4;27,41
Valencia;2012T3;27,97
Valencia;2012T2;26,18
Valencia;2012T1;24,84
Valencia;2011T4;23,94
Valencia;2011T3;24,5
Valencia;2011T2;22,64
Valencia;2011T1;23,22
Valencia;2010T4;20,9
Valencia;2010T3;21,52
Valencia;2010T2;22,89
Valencia;2010T1;21,5
Valencia;2009T4;21,41
Valencia;2009T3;21,4
Valencia;2009T2;20,75
Valencia;2009T1;17,19
Valencia;2008T4;13,7
Valencia;2008T3;11,83
Valencia;2008T2;10,38
Valencia;2008T1;9,05
Valencia;2007T4;7,85
Valencia;2007T3;8,76
Valencia;2007T2;7,96
Valencia;2007T1;7,4
Valencia;2006T4;7,6
Valencia;2006T3;8,61
Valencia;2006T2;7,54
Valencia;2006T1;7,99
Valencia;2005T4;7,08
Valencia;2005T3;7,85
Valencia;2005T2;9,3
Valencia;2005T1;10,61
Valencia;2004T4;10,56
Valencia;2004T3;12,11
Valencia;2004T2;9,94
Valencia;2004T1;10,5
Valencia;2003T4;10,36
Valencia;2003T3;11,98
Valencia;2003T2;11,73
Valencia;2003T1;11,99
Valencia;2002T4;11,8
Valencia;2002T3;13,2
Valencia;2002T2;12,29
Valencia;2002T1;11,08
Valladolid;2024T4;8,07
Valladolid;2024T3;9,22
Valladolid;2024T2;12,17
Valladolid;2024T1;10,56
Valladolid;2023T4;9,1
Valladolid;2023T3;9,27
Valladolid;2023T2;9,28
Valladolid;2023T1;9,84
Valladolid;2022T4;7,71
Valladolid;2022T3;7,5
Valladolid;2022T2;9,54
Valladolid;2022T1;9,4
Valladolid;2021T4;8,56
Valladolid;2021T3;9,65
Valladolid;2021T2;12,65
Valladolid;2021T1;12,82
Valladolid;2020T4;11,35
Valladolid;2020T3;11,7
Valladolid;2020T2;9,82
Valladolid;2020T1;9,55
Valladolid;2019T4;9,37
Valladolid;2019T3;11,91
Valladolid;2019T2;10,74
Valladolid;2019T1;11,45
Valladolid;2018T4;10,25
Valladolid;2018T3;9,86
Valladolid;2018T2;11,79
Valladolid;2018T1;12,06
Valladolid;2017T4;14,32
Valladolid;2017T3;13,74
Valladolid;2017T2;13,8
Valladolid;2017T1;13,44
Valladolid;2016T4;13,96
Valladolid;2016T3;12,5
Valladolid;2016T2;13,84
Valladolid;2016T1;16,1
Valladolid;2015T4;15,62
Valladolid;2015T3;16,04
Valladolid;2015T2;16,41
Valladolid;2015T1;16,28
Valladolid;2014T4;16,65
Valladolid;2014T3;15,83
Valladolid;2014T2;19,89
Valladolid;2014T1;20,22
Valladolid;2013T4;22,03
Valladolid;2013T3;19,15
Valladolid;2013T2;18,47
Valladolid;2013T1;20,58
Valladolid;2012T4;19,73
Valladolid;2012T3;17,82
Valladolid;2012T2;18,94
Valladolid;2012T1;19,05
Valladolid;2011T4;17,86
Valladolid;2011T3;17,23
Valladolid;2011T2;15,95
Valladolid;2011T1;15,48
Valladolid;2010T4;14,38
Valladolid;2010T3;15,05
Valladolid;2010T2;15,83
Valladolid;2010T1;15
Valladolid;2009T4;13,54
Valladolid;2009T3;11,7
Valladolid;2009T2;13,12
Valladolid;2009T1;12,19
Valladolid;2008T4;9,68
Valladolid;2008T3;8,75
Valladolid;2008T2;8,92
Valladolid;2008T1;8,16
Valladolid;2007T4;6,82
Valladolid;2007T3;6,92
Valladolid;2007T2;7,23
Valladolid;2007T1;7,27
Valladolid;2006T4;8
Valladolid;2006T3;7,53
Valladolid;2006T2;8,1
Valladolid;2006T1;8,45
Valladolid;2005T4;8,12
Valladolid;2005T3;7,89
Valladolid;2005T2;9,31
Valladolid;2005T1;11,06
Valladolid;2004T4;14,51
Valladolid;2004T3;12,43
Valladolid;2004T2;12,32
Valladolid;2004T1;14,47
Valladolid;2003T4;14,15
Valladolid;2003T3;13,59
Valladolid;2003T2;11,98
Valladolid;2003T1;12,77
Valladolid;2002T4;11,07
Valladolid;2002T3;12,57
Valladolid;2002T2;13,87
Valladolid;2002T1;14,76
Zamora;2024T4;11,86
Zamora;2024T3;13,95
Zamora;2024T2;10,36
Zamora;2024T1;15,35
Zamora;2023T4;15,58
Zamora;2023T3;12,91
Zamora;2023T2;11,73
Zamora;2023T1;14,33
Zamora;2022T4;13,69
Zamora;2022T3;10,36
Zamora;2022T2;12,19
Zamora;2022T1;13,3
Zamora;2021T4;9,25
Zamora;2021T3;10,79
Zamora;2021T2;11,74
Zamora;2021T1;13,18
Zamora;2020T4;11,47
Zamora;2020T3;13,57
Zamora;2020T2;13,46
Zamora;2020T1;14,24
Zamora;2019T4;14,94
Zamora;2019T3;12,38
Zamora;2019T2;14,01
Zamora;2019T1;14,87
Zamora;2018T4;14,57
Zamora;2018T3;15,6
Zamora;2018T2;17,27
Zamora;2018T1;21,04
Zamora;2017T4;16,7
Zamora;2017T3;14,11
Zamora;2017T2;16,05
Zamora;2017T1;18,15
Zamora;2016T4;16,67
Zamora;2016T3;18,1
Zamora;2016T2;19,69
Zamora;2016T1;21,09
Zamora;2015T4;19,56
Zamora;2015T3;17,33
Zamora;2015T2;22,99
Zamora;2015T1;27,83
Zamora;2014T4;26,62
Zamora;2014T3;26,73
Zamora;2014T2;26,3
Zamora;2014T1;25,44
Zamora;2013T4;25,29
Zamora;2013T3;27,04
Zamora;2013T2;25,09
Zamora;2013T1;27,24
Zamora;2012T4;25,41
Zamora;2012T3;23,93
Zamora;2012T2;22,99
Zamora;2012T1;20,53
Zamora;2011T4;17,34
Zamora;2011T3;17,76
Zamora;2011T2;17,66
Zamora;2011T1;21,05
Zamora;2010T4;16,7
Zamora;2010T3;16,72
Zamora;2010T2;18,38
Zamora;2010T1;16,69
Zamora;2009T4;14,43
Zamora;2009T3;12,06
Zamora;2009T2;16,03
Zamora;2009T1;14,3
Zamora;2008T4;11,35
Zamora;2008T3;10
Zamora;2008T2;7,98
Zamora;2008T1;8,61
Zamora;2007T4;8,43
Zamora;2007T3;7,28
Zamora;2007T2;8,44
Zamora;2007T1;9,44
Zamora;2006T4;9,05
Zamora;2006T3;8,73
Zamora;2006T2;9,71
Zamora;2006T1;9,04
Zamora;2005T4;10,71
Zamora;2005T3;12,01
Zamora;2005T2;9,35
Zamora;2005T1;8,84
Zamora;2004T4;10,99
Zamora;2004T3;12,24
Zamora;2004T2;11,67
Zamora;2004T1;13,36
Zamora;2003T4;12,26
Zamora;2003T3;13,34
Zamora;2003T2;14,21
Zamora;2003T1;13,78
Zamora;2002T4;8,78
Zamora;2002T3;9,41
Zamora;2002T2;10,21
Zamora;2002T1;10,13
Zaragoza;2024T4;7,2
Zaragoza;2024T3;9,47
Zaragoza;2024T2;7,78
Zaragoza;2024T1;7,73
Zaragoza;2023T4;7,28
Zaragoza;2023T3;8,34
Zaragoza;2023T2;8,94
Zaragoza;2023T1;9,43
Zaragoza;2022T4;9,67
Zaragoza;2022T3;9,53
Zaragoza;2022T2;8,78
Zaragoza;2022T1;11,06
Zaragoza;2021T4;9,88
Zaragoza;2021T3;9,57
Zaragoza;2021T2;12,14
Zaragoza;2021T1;13,35
Zaragoza;2020T4;12,92
Zaragoza;2020T3;12,24
Zaragoza;2020T2;12,03
Zaragoza;2020T1;11,06
Zaragoza;2019T4;10,13
Zaragoza;2019T3;10,31
Zaragoza;2019T2;10,06
Zaragoza;2019T1;10,65
Zaragoza;2018T4;11,61
Zaragoza;2018T3;10,44
Zaragoza;2018T2;10,12
Zaragoza;2018T1;12,15
Zaragoza;2017T4;12,14
Zaragoza;2017T3;11,52
Zaragoza;2017T2;11,39
Zaragoza;2017T1;13,63
Zaragoza;2016T4;13,95
Zaragoza;2016T3;16,17
Zaragoza;2016T2;15,86
Zaragoza;2016T1;15,67
Zaragoza;2015T4;15,33
Zaragoza;2015T3;15,18
Zaragoza;2015T2;17,13
Zaragoza;2015T1;18,78
Zaragoza;2014T4;18,9
Zaragoza;2014T3;19,13
Zaragoza;2014T2;21,68
Zaragoza;2014T1;23,69
Zaragoza;2013T4;20,93
Zaragoza;2013T3;21,6
Zaragoza;2013T2;23,26
Zaragoza;2013T1;24,27
Zaragoza;2012T4;20,09
Zaragoza;2012T3;20,23
Zaragoza;2012T2;19,95
Zaragoza;2012T1;19,41
Zaragoza;2011T4;17,73
Zaragoza;2011T3;17,36
Zaragoza;2011T2;18,51
Zaragoza;2011T1;19,64
Zaragoza;2010T4;17,52
Zaragoza;2010T3;14,33
Zaragoza;2010T2;15,18
Zaragoza;2010T1;16,18
Zaragoza;2009T4;14,66
Zaragoza;2009T3;12,78
Zaragoza;2009T2;14,06
Zaragoza;2009T1;14,32
Zaragoza;2008T4;10,74
Zaragoza;2008T3;7,09
Zaragoza;2008T2;7,16
Zaragoza;2008T1;6,41
Zaragoza;2007T4;5,34
Zaragoza;2007T3;5,37
Zaragoza;2007T2;5,78
Zaragoza;2007T1;6,3
Zaragoza;2006T4;5,22
Zaragoza;2006T3;5,14
Zaragoza;2006T2;6,17
Zaragoza;2006T1;6,59
Zaragoza;2005T4;5,56
Zaragoza;2005T3;5,2
Zaragoza;2005T2;6,55
Zaragoza;2005T1;6,08
Zaragoza;2004T4;5,58
Zaragoza;2004T3;4,84
Zaragoza;2004T2;5,75
Zaragoza;2004T1;7,36
Zaragoza;2003T4;7,03
Zaragoza;2003T3;6,55
Zaragoza;2003T2;8,1
Zaragoza;2003T1;8,43
Zaragoza;2002T4;7,09
Zaragoza;2002T3;6,03
Zaragoza;2002T2;6,06
Zaragoza;2002T1;5,52
Ceuta;2024T4;21,79
Ceuta;2024T3;29,3
Ceuta;2024T2;29,55
Ceuta;2024T1;28,99
Ceuta;2023T4;32,66
Ceuta;2023T3;30,5
Ceuta;2023T2;29,42
Ceuta;2023T1;27,34
Ceuta;2022T4;33,34
Ceuta;2022T3;29,6
Ceuta;2022T2;23,65
Ceuta;2022T1;32,82
Ceuta;2021T4;31,17
Ceuta;2021T3;33,59
Ceuta;2021T2;28,1
Ceuta;2021T1;30,54
Ceuta;2020T4;26,74
Ceuta;2020T3;27,14
Ceuta;2020T2;20,3
Ceuta;2020T1;23,89
Ceuta;2019T4;27,58
Ceuta;2019T3;28,76
Ceuta;2019T2;24,61
Ceuta;2019T1;22,31
Ceuta;2018T4;24,02
Ceuta;2018T3;30,79
Ceuta;2018T2;29,46
Ceuta;2018T1;31,44
Ceuta;2017T4;26,03
Ceuta;2017T3;22,36
Ceuta;2017T2;17,79
Ceuta;2017T1;23,3
Ceuta;2016T4;22,39
Ceuta;2016T3;24,64
Ceuta;2016T2;26,28
Ceuta;2016T1;26,21
Ceuta;2015T4;23,25
Ceuta;2015T3;30,59
Ceuta;2015T2;24,59
Ceuta;2015T1;31,76
Ceuta;2014T4;32,46
Ceuta;2014T3;31,95
Ceuta;2014T2;31,4
Ceuta;2014T1;31,56
Ceuta;2013T4;36,78
Ceuta;2013T3;30,96
Ceuta;2013T2;33,91
Ceuta;2013T1;37,51
Ceuta;2012T4;37,17
Ceuta;2012T3;38,8
Ceuta;2012T2;37,4
Ceuta;2012T1;34,71
Ceuta;2011T4;27,19
Ceuta;2011T3;31,04
Ceuta;2011T2;27,02
Ceuta;2011T1;25,73
Ceuta;2010T4;24,83
Ceuta;2010T3;21,98
Ceuta;2010T2;26,08
Ceuta;2010T1;22,79
Ceuta;2009T4;24,01
Ceuta;2009T3;19,64
Ceuta;2009T2;15,39
Ceuta;2009T1;15,49
Ceuta;2008T4;15,66
Ceuta;2008T3;17,85
Ceuta;2008T2;19,48
Ceuta;2008T1;16,81
Ceuta;2007T4;20,18
Ceuta;2007T3;21,2
Ceuta;2007T2;20,11
Ceuta;2007T1;22,53
Ceuta;2006T4;14,44
Ceuta;2006T3;19,79
Ceuta;2006T2;23,18
Ceuta;2006T1;27,49
Ceuta;2005T4;17,14
Ceuta;2005T3;17,69
Ceuta;2005T2;23,09
Ceuta;2005T1;19,84
Ceuta;2004T4;6,59
Ceuta;2004T3;7,67
Ceuta;2004T2;13,9
Ceuta;2004T1;15,25
Ceuta;2003T4;9,65
Ceuta;2003T3;8,93
Ceuta;2003T2;9,79
Ceuta;2003T1;9,47
Ceuta;2002T4;5,7
Ceuta;2002T3;7,73
Ceuta;2002T2;7,66
Ceuta;2002T1;7,01
Melilla;2024T4;25,8
Melilla;2024T3;27,09
Melilla;2024T2;27,93
Melilla;2024T1;32,44
Melilla;2023T4;29,57
Melilla;2023T3;23,61
Melilla;2023T2;22,55
Melilla;2023T1;30,8
Melilla;2022T4;26,15
Melilla;2022T3;22,84
Melilla;2022T2;29,21
Melilla;2022T1;25,41
Melilla;2021T4;26,51
Melilla;2021T3;22,82
Melilla;2021T2;24,24
Melilla;2021T1;27,81
Melilla;2020T4;23,83
Melilla;2020T3;24,14
Melilla;2020T2;23,37
Melilla;2020T1;23,09
Melilla;2019T4;26,81
Melilla;2019T3;28,99
Melilla;2019T2;26,21
Melilla;2019T1;25,92
Melilla;2018T4;23,85
Melilla;2018T3;24,01
Melilla;2018T2;27,96
Melilla;2018T1;27,24
Melilla;2017T4;24,62
Melilla;2017T3;26,16
Melilla;2017T2;30,22
Melilla;2017T1;29,46
Melilla;2016T4;27,38
Melilla;2016T3;31,22
Melilla;2016T2;33,84
Melilla;2016T1;30,67
Melilla;2015T4;32,64
Melilla;2015T3;31,4
Melilla;2015T2;36,35
Melilla;2015T1;35,4
Melilla;2014T4;29,52
Melilla;2014T3;30,49
Melilla;2014T2;29,16
Melilla;2014T1;24,43
Melilla;2013T4;33,79
Melilla;2013T3;39,19
Melilla;2013T2;27,8
Melilla;2013T1;28,85
Melilla;2012T4;26,41
Melilla;2012T3;29,06
Melilla;2012T2;28,59
Melilla;2012T1;23,37
Melilla;2011T4;24,84
Melilla;2011T3;21,99
Melilla;2011T2;21,47
Melilla;2011T1;21,33
Melilla;2010T4;24,46
Melilla;2010T3;23,49
Melilla;2010T2;23,38
Melilla;2010T1;19,76
Melilla;2009T4;19,87
Melilla;2009T3;23,2
Melilla;2009T2;24,93
Melilla;2009T1;25,87
Melilla;2008T4;16,17
Melilla;2008T3;22,69
Melilla;2008T2;18,02
Melilla;2008T1;22,69
Melilla;2007T4;17,43
Melilla;2007T3;17,89
Melilla;2007T2;21,7
Melilla;2007T1;15,67
Melilla;2006T4;9,86
Melilla;2006T3;12,98
Melilla;2006T2;14,65
