Provincia;Any - Trimestre;Percentatge
Girona;2010T3;15,04
Girona;2010T2;17,74
Girona;2010T1;20,2
Girona;2009T4;18,88
Girona;2009T3;16,56
Girona;2009T2;17,5
Girona;2009T1;19,08
Girona;2008T4;13,86
Girona;2008T3;10,45
Girona;2008T2;9,71
Girona;2008T1;9,82
Girona;2007T4;9,06
Girona;2007T3;6,69
Girona;2007T2;6,98
Girona;2007T1;9,12
Girona;2006T4;6,92
Girona;2006T3;5,46
Girona;2006T2;5,68
Girona;2006T1;7,45
Girona;2005T4;6,68
Girona;2005T3;6,35
Girona;2005T2;7,69
Girona;2005T1;8,57
Girona;2004T4;8,56
Girona;2004T3;6,93
Girona;2004T2;8,18
Girona;2004T1;11,08
Girona;2003T4;11,27
Girona;2003T3;9,54
Girona;2003T2;9,19
Girona;2003T1;11,56
Girona;2002T4;9,17
Girona;2002T3;6,04
Girona;2002T2;9,23
Girona;2002T1;10,26
Granada;2024T4;19,99
Granada;2024T3;22,14
Granada;2024T2;21,2
Granada;2024T1;22,41
Granada;2023T4;21,6
Granada;2023T3;21,71
Granada;2023T2;18,48
Granada;2023T1;20,24
Granada;2022T4;19,66
Granada;2022T3;22,59
Granada;2022T2;22,27
Granada;2022T1;19,31
Granada;2021T4;20,58
Granada;2021T3;22,57
Granada;2021T2;23,41
Granada;2021T1;23,96
Granada;2020T4;24,84
Granada;2020T3;25,94
Granada;2020T2;25,24
Granada;2020T1;19,08
Granada;2019T4;19,68
Granada;2019T3;23,49
Granada;2019T2;24
Granada;2019T1;21,67
Granada;2018T4;22,44
Granada;2018T3;24,53
Granada;2018T2;23,81
Granada;2018T1;25,21
Granada;2017T4;25,87
Granada;2017T3;26,95
Granada;2017T2;24,61
Granada;2017T1;25,66
Granada;2016T4;28,89
Granada;2016T3;29,07
Granada;2016T2;32,14
Granada;2016T1;29,65
Granada;2015T4;28,82
Granada;2015T3;29,73
Granada;2015T2;31,12
Granada;2015T1;34,1
Granada;2014T4;35,11
Granada;2014T3;36,3
Granada;2014T2;36,61
Granada;2014T1;35,64
Granada;2013T4;35,82
Granada;2013T3;38,25
Granada;2013T2;36,9
Granada;2013T1;37,17
Granada;2012T4;37,43
Granada;2012T3;36,97
Granada;2012T2;36,28
Granada;2012T1;31,67
Granada;2011T4;29,01
Granada;2011T3;30,2
Granada;2011T2;28,68
Granada;2011T1;28,6
Granada;2010T4;28,88
Granada;2010T3;30,51
Granada;2010T2;28,89
Granada;2010T1;26,66
Granada;2009T4;27,81
Granada;2009T3;27,33
Granada;2009T2;25,85
Granada;2009T1;23,9
Granada;2008T4;23,39
Granada;2008T3;20,5
Granada;2008T2;18,45
Granada;2008T1;14,97
Granada;2007T4;13,85
Granada;2007T3;11,35
Granada;2007T2;11,73
Granada;2007T1;10,6
Granada;2006T4;10,55
Granada;2006T3;11,96
Granada;2006T2;10,33
Granada;2006T1;11,1
Granada;2005T4;13,14
Granada;2005T3;12,69
Granada;2005T2;12,51
Granada;2005T1;14,13
Granada;2004T4;9,41
Granada;2004T3;11,5
Granada;2004T2;14,72
Granada;2004T1;17,88
Granada;2003T4;18,8
Granada;2003T3;15,34
Granada;2003T2;16,28
Granada;2003T1;20,93
Granada;2002T4;20,78
Granada;2002T3;19,41
Granada;2002T2;17,59
Granada;2002T1;20,92
Guadalajara;2024T4;10,58
Guadalajara;2024T3;9,24
Guadalajara;2024T2;12,28
Guadalajara;2024T1;11,4
Guadalajara;2023T4;9,05
Guadalajara;2023T3;11,24
Guadalajara;2023T2;9,23
Guadalajara;2023T1;9,94
Guadalajara;2022T4;10,84
Guadalajara;2022T3;12,17
Guadalajara;2022T2;11,64
Guadalajara;2022T1;10,04
Guadalajara;2021T4;11,22
Guadalajara;2021T3;10,99
Guadalajara;2021T2;14,64
Guadalajara;2021T1;14,14
Guadalajara;2020T4;13,96
Guadalajara;2020T3;15,45
Guadalajara;2020T2;17,05
Guadalajara;2020T1;13,02
Guadalajara;2019T4;13,37
Guadalajara;2019T3;12,4
Guadalajara;2019T2;11,55
Guadalajara;2019T1;11,26
Guadalajara;2018T4;11,69
Guadalajara;2018T3;10,19
Guadalajara;2018T2;10,99
Guadalajara;2018T1;12,92
Guadalajara;2017T4;10,48
Guadalajara;2017T3;12,47
Guadalajara;2017T2;15,43
Guadalajara;2017T1;17,25
Guadalajara;2016T4;17,85
Guadalajara;2016T3;18,26
Guadalajara;2016T2;17,24
Guadalajara;2016T1;17,8
Guadalajara;2015T4;19,29
Guadalajara;2015T3;19,09
Guadalajara;2015T2;18,6
Guadalajara;2015T1;20,2
Guadalajara;2014T4;23,46
Guadalajara;2014T3;21,83
Guadalajara;2014T2;24,76
Guadalajara;2014T1;23,01
Guadalajara;2013T4;21,26
Guadalajara;2013T3;20,77
Guadalajara;2013T2;23,28
Guadalajara;2013T1;24,93
Guadalajara;2012T4;24,92
Guadalajara;2012T3;22,81
Guadalajara;2012T2;23,77
Guadalajara;2012T1;19,05
Guadalajara;2011T4;21,07
Guadalajara;2011T3;17,79
Guadalajara;2011T2;21,16
Guadalajara;2011T1;18,25
Guadalajara;2010T4;19,53
Guadalajara;2010T3;16,1
Guadalajara;2010T2;15,16
Guadalajara;2010T1;18,02
Guadalajara;2009T4;13,45
Guadalajara;2009T3;13,17
Guadalajara;2009T2;15,25
Guadalajara;2009T1;13,78
Guadalajara;2008T4;11,83
Guadalajara;2008T3;7,44
Guadalajara;2008T2;8,9
Guadalajara;2008T1;6,86
Guadalajara;2007T4;6,14
Guadalajara;2007T3;3,26
Guadalajara;2007T2;5,45
Guadalajara;2007T1;5,16
Guadalajara;2006T4;6,62
Guadalajara;2006T3;7,19
Guadalajara;2006T2;6,63
Guadalajara;2006T1;6,21
Guadalajara;2005T4;7,01
Guadalajara;2005T3;5,15
Guadalajara;2005T2;8,73
Guadalajara;2005T1;7,02
Guadalajara;2004T4;6,69
Guadalajara;2004T3;6,65
Guadalajara;2004T2;8,66
Guadalajara;2004T1;10,26
Guadalajara;2003T4;8,66
Guadalajara;2003T3;7,56
Guadalajara;2003T2;9,54
Guadalajara;2003T1;9,23
Guadalajara;2002T4;9,71
Guadalajara;2002T3;7,72
Guadalajara;2002T2;8,49
Guadalajara;2002T1;9,67
Huelva;2024T4;16,55
Huelva;2024T3;14,44
Huelva;2024T2;12,16
Huelva;2024T1;17,35
Huelva;2023T4;20,17
Huelva;2023T3;19,7
Huelva;2023T2;15,12
Huelva;2023T1;18,32
Huelva;2022T4;21,7
Huelva;2022T3;17,45
Huelva;2022T2;12,27
Huelva;2022T1;18,56
Huelva;2021T4;20,04
Huelva;2021T3;27,33
Huelva;2021T2;13,59
Huelva;2021T1;20,55
Huelva;2020T4;27,16
Huelva;2020T3;21,96
Huelva;2020T2;13,85
Huelva;2020T1;19,42
Huelva;2019T4;23,57
Huelva;2019T3;22,83
Huelva;2019T2;18,41
Huelva;2019T1;22,96
Huelva;2018T4;22,79
Huelva;2018T3;25,98
Huelva;2018T2;20,91
Huelva;2018T1;21,99
Huelva;2017T4;23,4
Huelva;2017T3;25,92
Huelva;2017T2;20,59
Huelva;2017T1;26,22
Huelva;2016T4;28,89
Huelva;2016T3;29,64
Huelva;2016T2;26,62
Huelva;2016T1;30,99
Huelva;2015T4;32,65
Huelva;2015T3;30,86
Huelva;2015T2;26,85
Huelva;2015T1;28,69
Huelva;2014T4;35,26
Huelva;2014T3;35,97
Huelva;2014T2;28,14
Huelva;2014T1;28,44
Huelva;2013T4;31,37
Huelva;2013T3;35,12
Huelva;2013T2;31,88
Huelva;2013T1;40,94
Huelva;2012T4;36,52
Huelva;2012T3;36,4
Huelva;2012T2;31,57
Huelva;2012T1;34,63
Huelva;2011T4;34,26
Huelva;2011T3;32,37
Huelva;2011T2;25,7
Huelva;2011T1;32,63
Huelva;2010T4;30,05
Huelva;2010T3;29,15
Huelva;2010T2;23,62
Huelva;2010T1;26,4
Huelva;2009T4;23,83
Huelva;2009T3;22,12
Huelva;2009T2;20,38
Huelva;2009T1;23,69
Huelva;2008T4;21,1
Huelva;2008T3;19,57
Huelva;2008T2;14,74
Huelva;2008T1;15,41
Huelva;2007T4;16,72
Huelva;2007T3;14,46
Huelva;2007T2;10,86
Huelva;2007T1;14,06
Huelva;2006T4;13,45
Huelva;2006T3;14,11
Huelva;2006T2;12,13
Huelva;2006T1;16,66
Huelva;2005T4;16,52
Huelva;2005T3;16,85
Huelva;2005T2;14,29
Huelva;2005T1;15,07
Huelva;2004T4;17,84
Huelva;2004T3;18,07
Huelva;2004T2;12,74
Huelva;2004T1;15,66
Huelva;2003T4;18,58
Huelva;2003T3;23,11
Huelva;2003T2;19,08
Huelva;2003T1;18,98
Huelva;2002T4;22,93
Huelva;2002T3;25,81
Huelva;2002T2;19,72
Huelva;2002T1;17,3
Huesca;2024T4;8,91
Huesca;2024T3;7
Huesca;2024T2;10,27
Huesca;2024T1;10,34
Huesca;2023T4;11,42
Huesca;2023T3;6,36
Huesca;2023T2;8,12
Huesca;2023T1;7,89
Huesca;2022T4;9,1
Huesca;2022T3;10,54
Huesca;2022T2;11,28
Huesca;2022T1;6,76
Huesca;2021T4;7,33
Huesca;2021T3;7,32
Huesca;2021T2;6,73
Huesca;2021T1;9,09
Huesca;2020T4;12,46
Huesca;2020T3;10,83
Huesca;2020T2;10,78
Huesca;2020T1;8,96
Huesca;2019T4;9,59
Huesca;2019T3;7,88
Huesca;2019T2;9,45
Huesca;2019T1;9,17
Huesca;2018T4;9,94
Huesca;2018T3;8,28
Huesca;2018T2;9,99
Huesca;2018T1;9,83
Huesca;2017T4;8,12
Huesca;2017T3;6,25
Huesca;2017T2;10,31
Huesca;2017T1;11,51
Huesca;2016T4;12,44
Huesca;2016T3;10,47
Huesca;2016T2;13,25
Huesca;2016T1;14
Huesca;2015T4;12,38
Huesca;2015T3;13,79
Huesca;2015T2;15,83
Huesca;2015T1;15,89
Huesca;2014T4;16,94
Huesca;2014T3;14,07
Huesca;2014T2;16,9
Huesca;2014T1;20,91
Huesca;2013T4;19,61
Huesca;2013T3;14,38
Huesca;2013T2;17,88
Huesca;2013T1;16,79
Huesca;2012T4;14,35
Huesca;2012T3;13,9
Huesca;2012T2;14,68
Huesca;2012T1;15,43
Huesca;2011T4;13,98
Huesca;2011T3;11,19
Huesca;2011T2;14,57
Huesca;2011T1;13,64
Huesca;2010T4;12,65
Huesca;2010T3;11,17
Huesca;2010T2;14,16
Huesca;2010T1;13,87
Huesca;2009T4;11,68
Huesca;2009T3;11,23
Huesca;2009T2;9,96
Huesca;2009T1;10,44
Huesca;2008T4;6,64
Huesca;2008T3;4,36
Huesca;2008T2;5,54
Huesca;2008T1;5,2
Huesca;2007T4;4,59
Huesca;2007T3;3,21
Huesca;2007T2;4,28
Huesca;2007T1;4,07
Huesca;2006T4;5,24
Huesca;2006T3;5,58
Huesca;2006T2;4,75
Huesca;2006T1;6,42
Huesca;2005T4;6,75
Huesca;2005T3;6,03
Huesca;2005T2;7
Huesca;2005T1;7,43
Huesca;2004T4;5,83
Huesca;2004T3;4,42
Huesca;2004T2;5,68
Huesca;2004T1;5,73
Huesca;2003T4;4,3
Huesca;2003T3;4,46
Huesca;2003T2;2,1
Huesca;2003T1;4,48
Huesca;2002T4;3,57
Huesca;2002T3;3,64
Huesca;2002T2;4,82
Huesca;2002T1;5,32
Jaen;2024T4;17,38
Jaen;2024T3;21,91
Jaen;2024T2;21,3
Jaen;2024T1;16,75
Jaen;2023T4;19,14
Jaen;2023T3;23,55
Jaen;2023T2;17,18
Jaen;2023T1;14,02
Jaen;2022T4;18,05
Jaen;2022T3;19,38
Jaen;2022T2;19,73
Jaen;2022T1;18,74
Jaen;2021T4;20,52
Jaen;2021T3;23,02
Jaen;2021T2;24,45
Jaen;2021T1;20,37
Jaen;2020T4;22,75
Jaen;2020T3;27,44
Jaen;2020T2;25,63
Jaen;2020T1;20,16
Jaen;2019T4;20,11
Jaen;2019T3;24,26
Jaen;2019T2;24,44
Jaen;2019T1;20,35
Jaen;2018T4;21,7
Jaen;2018T3;23,18
Jaen;2018T2;24,7
Jaen;2018T1;22,47
Jaen;2017T4;23,86
Jaen;2017T3;27,01
Jaen;2017T2;30,76
Jaen;2017T1;25,39
Jaen;2016T4;30,57
Jaen;2016T3;33,22
Jaen;2016T2;34,85
Jaen;2016T1;29,73
Jaen;2015T4;30,84
Jaen;2015T3;35,38
Jaen;2015T2;34,56
Jaen;2015T1;35,47
Jaen;2014T4;33,33
Jaen;2014T3;35,8
Jaen;2014T2;35,72
Jaen;2014T1;28,28
Jaen;2013T4;36,35
Jaen;2013T3;40,16
Jaen;2013T2;40,47
Jaen;2013T1;40,45
Jaen;2012T4;36,3
Jaen;2012T3;38,63
Jaen;2012T2;36,9
Jaen;2012T1;31,42
Jaen;2011T4;28,22
Jaen;2011T3;31,64
Jaen;2011T2;29,96
Jaen;2011T1;22,48
Jaen;2010T4;25,84
Jaen;2010T3;27,03
Jaen;2010T2;27,32
Jaen;2010T1;20,01
Jaen;2009T4;24,87
Jaen;2009T3;26,56
Jaen;2009T2;24,69
Jaen;2009T1;18,19
Jaen;2008T4;19,89
Jaen;2008T3;17,76
Jaen;2008T2;16,3
Jaen;2008T1;11,98
Jaen;2007T4;14,63
Jaen;2007T3;14,54
Jaen;2007T2;12,02
Jaen;2007T1;11,02
Jaen;2006T4;12,86
Jaen;2006T3;13,09
Jaen;2006T2;13,95
Jaen;2006T1;14,65
Jaen;2005T4;17,04
Jaen;2005T3;15,43
Jaen;2005T2;17,33
Jaen;2005T1;14,03
Jaen;2004T4;18,46
Jaen;2004T3;19,74
Jaen;2004T2;20,45
Jaen;2004T1;14,33
Jaen;2003T4;18,08
Jaen;2003T3;20,06
Jaen;2003T2;21,57
Jaen;2003T1;15,81
Jaen;2002T4;19,84
Jaen;2002T3;20,93
Jaen;2002T2;20,01
Jaen;2002T1;12,8
Leon;2024T4;7,82
Leon;2024T3;11,09
Leon;2024T2;10,58
Leon;2024T1;8,96
Leon;2023T4;10,09
Leon;2023T3;10,4
Leon;2023T2;9,04
Leon;2023T1;11
Leon;2022T4;8,42
Leon;2022T3;10,13
Leon;2022T2;10,86
Leon;2022T1;13,11
Leon;2021T4;12,34
Leon;2021T3;10,67
Leon;2021T2;16,36
Leon;2021T1;15,12
Leon;2020T4;12,07
Leon;2020T3;15,15
Leon;2020T2;15,35
Leon;2020T1;15,27
Leon;2019T4;12,99
Leon;2019T3;12,43
Leon;2019T2;12,22
Leon;2019T1;13,11
Leon;2018T4;10,66
Leon;2018T3;10,1
Leon;2018T2;11,42
Leon;2018T1;14,88
Leon;2017T4;14,93
Leon;2017T3;15,88
Leon;2017T2;16,23
Leon;2017T1;18,57
Leon;2016T4;18,69
Leon;2016T3;17,15
Leon;2016T2;19,58
Leon;2016T1;21,45
Leon;2015T4;20,31
Leon;2015T3;19,93
Leon;2015T2;20,75
Leon;2015T1;24
Leon;2014T4;22,65
Leon;2014T3;22,48
Leon;2014T2;25,71
Leon;2014T1;26,48
Leon;2013T4;24,39
Leon;2013T3;22,69
Leon;2013T2;24,06
Leon;2013T1;24,43
Leon;2012T4;23,42
Leon;2012T3;21,92
Leon;2012T2;20,65
Leon;2012T1;20,01
Leon;2011T4;17,83
Leon;2011T3;15,75
Leon;2011T2;17,16
Leon;2011T1;18,06
Leon;2010T4;16,34
Leon;2010T3;15,22
Leon;2010T2;15,75
Leon;2010T1;17,28
Leon;2009T4;15,07
Leon;2009T3;14,32
Leon;2009T2;14,95
Leon;2009T1;14,13
Leon;2008T4;10,47
Leon;2008T3;9,54
Leon;2008T2;10,11
Leon;2008T1;8,01
Leon;2007T4;7,63
Leon;2007T3;7,7
Leon;2007T2;7,18
Leon;2007T1;8,24
Leon;2006T4;7,75
Leon;2006T3;8,31
Leon;2006T2;9,38
Leon;2006T1;10,28
Leon;2005T4;10,77
Leon;2005T3;9,64
Leon;2005T2;10,43
Leon;2005T1;12,54
Leon;2004T4;9,04
Leon;2004T3;8,56
Leon;2004T2;8,34
Leon;2004T1;7,41
Leon;2003T4;7,76
Leon;2003T3;9,64
Leon;2003T2;11,2
Leon;2003T1;9,52
Leon;2002T4;9,19
Leon;2002T3;10,39
Leon;2002T2;10,5
Leon;2002T1;11,66
Lleida;2024T4;5,13
Lleida;2024T3;6,97
Lleida;2024T2;6,72
Lleida;2024T1;7,72
Lleida;2023T4;5,34
Lleida;2023T3;8,09
Lleida;2023T2;7,85
Lleida;2023T1;9,09
Lleida;2022T4;10,21
Lleida;2022T3;11,38
Lleida;2022T2;11,41
Lleida;2022T1;6,98
Lleida;2021T4;11,25
Lleida;2021T3;11,31
Lleida;2021T2;10,03
Lleida;2021T1;12,28
Lleida;2020T4;10,98
Lleida;2020T3;9,77
Lleida;2020T2;9,13
Lleida;2020T1;7,55
Lleida;2019T4;9,31
Lleida;2019T3;8,37
Lleida;2019T2;10,09
Lleida;2019T1;10,93
Lleida;2018T4;12,21
Lleida;2018T3;8,61
Lleida;2018T2;10,81
Lleida;2018T1;10,55
Lleida;2017T4;11,4
Lleida;2017T3;11,39
Lleida;2017T2;12,32
Lleida;2017T1;11,57
Lleida;2016T4;10,59
Lleida;2016T3;9,3
Lleida;2016T2;11,44
Lleida;2016T1;15,18
Lleida;2015T4;14,26
Lleida;2015T3;14,04
Lleida;2015T2;14,94
Lleida;2015T1;16,91
Lleida;2014T4;14,46
Lleida;2014T3;13,52
Lleida;2014T2;15,81
Lleida;2014T1;16,39
Lleida;2013T4;16,05
Lleida;2013T3;14,79
Lleida;2013T2;18,61
Lleida;2013T1;16,44
Lleida;2012T4;17,94
Lleida;2012T3;15,32
Lleida;2012T2;19,18
Lleida;2012T1;18,89
Lleida;2011T4;17,23
Lleida;2011T3;13,13
Lleida;2011T2;12,63
Lleida;2011T1;12,13
Lleida;2010T4;14,54
Lleida;2010T3;14,21
Lleida;2010T2;15,24
Lleida;2010T1;14,55
Lleida;2009T4;12,84
Lleida;2009T3;13,15
Lleida;2009T2;9,27
Lleida;2009T1;10,98
Lleida;2008T4;9,4
Lleida;2008T3;6,97
Lleida;2008T2;5,13
Lleida;2008T1;4,72
Lleida;2007T4;3,17
Lleida;2007T3;3,02
Lleida;2007T2;2,48
Lleida;2007T1;3,46
Lleida;2006T4;4,16
Lleida;2006T3;6,54
Lleida;2006T2;8,28
Lleida;2006T1;6,59
Lleida;2005T4;6,86
Lleida;2005T3;6,8
Lleida;2005T2;6,16
Lleida;2005T1;4,88
Lleida;2004T4;5,25
Lleida;2004T3;3,47
Lleida;2004T2;5,85
Lleida;2004T1;4,21
Lleida;2003T4;5,9
Lleida;2003T3;6,42
Lleida;2003T2;6,34
Lleida;2003T1;3,97
Lleida;2002T4;6,03
Lleida;2002T3;6,67
Lleida;2002T2;6,62
Lleida;2002T1;6,62
Lugo;2024T4;6,99
Lugo;2024T3;6,66
Lugo;2024T2;7,64
Lugo;2024T1;7,07
Lugo;2023T4;7,09
Lugo;2023T3;9,34
Lugo;2023T2;7,86
Lugo;2023T1;8,59
Lugo;2022T4;8,76
Lugo;2022T3;8,29
Lugo;2022T2;8,92
Lugo;2022T1;10,53
Lugo;2021T4;8,89
Lugo;2021T3;8,26
Lugo;2021T2;9,66
Lugo;2021T1;8,68
Lugo;2020T4;8,25
Lugo;2020T3;9,05
Lugo;2020T2;9,22
Lugo;2020T1;8,63
Lugo;2019T4;9,79
Lugo;2019T3;8,6
Lugo;2019T2;8,15
Lugo;2019T1;8,91
Lugo;2018T4;9,16
Lugo;2018T3;8,34
Lugo;2018T2;9,58
Lugo;2018T1;9,67
Lugo;2017T4;11,23
Lugo;2017T3;11,11
Lugo;2017T2;13,44
Lugo;2017T1;14,86
Lugo;2016T4;13,75
Lugo;2016T3;14,04
Lugo;2016T2;14,81
Lugo;2016T1;16,54
Lugo;2015T4;15,85
Lugo;2015T3;14,73
Lugo;2015T2;16,45
Lugo;2015T1;16,8
Lugo;2014T4;16,24
Lugo;2014T3;17,04
Lugo;2014T2;20,65
Lugo;2014T1;21,86
Lugo;2013T4;19,03
Lugo;2013T3;16,79
Lugo;2013T2;19,57
Lugo;2013T1;20,45
Lugo;2012T4;16,73
Lugo;2012T3;15,71
Lugo;2012T2;16,76
Lugo;2012T1;15,24
Lugo;2011T4;12
Lugo;2011T3;11,34
Lugo;2011T2;11,16
Lugo;2011T1;13,13
Lugo;2010T4;10,26
Lugo;2010T3;10,18
Lugo;2010T2;11,39
Lugo;2010T1;11,3
Lugo;2009T4;10,31
Lugo;2009T3;8,11
Lugo;2009T2;9,9
Lugo;2009T1;9,3
Lugo;2008T4;6,73
Lugo;2008T3;5,98
Lugo;2008T2;6,22
Lugo;2008T1;6,2
Lugo;2007T4;6,12
Lugo;2007T3;4,66
Lugo;2007T2;4,74
Lugo;2007T1;7,52
Lugo;2006T4;4,66
Lugo;2006T3;6,37
Lugo;2006T2;7,62
Lugo;2006T1;7,61
Lugo;2005T4;7,53
Lugo;2005T3;5,93
Lugo;2005T2;6,35
Lugo;2005T1;7,07
Lugo;2004T4;6,92
Lugo;2004T3;8,98
Lugo;2004T2;9,5
Lugo;2004T1;9,93
Lugo;2003T4;8,61
Lugo;2003T3;5,57
Lugo;2003T2;7,79
Lugo;2003T1;10,6
Lugo;2002T4;8,38
Lugo;2002T3;8,43
Lugo;2002T2;10,45
Lugo;2002T1;9,67
Madrid;2024T4;8,58
Madrid;2024T3;9,65
Madrid;2024T2;8,48
Madrid;2024T1;9,19
Madrid;2023T4;9,64
Madrid;2023T3;10,24
Madrid;2023T2;9,11
Madrid;2023T1;10,83
Madrid;2022T4;11,33
Madrid;2022T3;11,11
Madrid;2022T2;10,7
Madrid;2022T1;11,72
Madrid;2021T4;10,18
Madrid;2021T3;12,13
Madrid;2021T2;12,2
Madrid;2021T1;12,24
Madrid;2020T4;13,53
Madrid;2020T3;13,25
Madrid;2020T2;12,61
Madrid;2020T1;10,6
Madrid;2019T4;9,99
Madrid;2019T3;10,26
Madrid;2019T2;10,54
Madrid;2019T1;11,7
Madrid;2018T4;11,54
Madrid;2018T3;11,86
Madrid;2018T2;12,08
Madrid;2018T1;13,4
Madrid;2017T4;13,75
Madrid;2017T3;12,35
Madrid;2017T2;13,04
Madrid;2017T1;14,23
Madrid;2016T4;14,6
Madrid;2016T3;15,19
Madrid;2016T2;16,25
Madrid;2016T1;16,81
Madrid;2015T4;16,51
Madrid;2015T3;16,27
Madrid;2015T2;17,66
Madrid;2015T1;17,79
Madrid;2014T4;18
Madrid;2014T3;17,53
Madrid;2014T2;19,03
Madrid;2014T1;20,43
Madrid;2013T4;20,45
Madrid;2013T3;19,41
Madrid;2013T2;19,2
Madrid;2013T1;19,99
Madrid;2012T4;19,32
Madrid;2012T3;18,23
Madrid;2012T2;18,42
Madrid;2012T1;18,15
Madrid;2011T4;17,96
Madrid;2011T3;16,59
Madrid;2011T2;15,62
Madrid;2011T1;15,18
Madrid;2010T4;15,54
Madrid;2010T3;15,76
Madrid;2010T2;16,18
Madrid;2010T1;15,89
Madrid;2009T4;14,48
Madrid;2009T3;14,18
Madrid;2009T2;13,4
Madrid;2009T1;13,36
Madrid;2008T4;10,02
Madrid;2008T3;8,32
Madrid;2008T2;8,67
Madrid;2008T1;7,39
Madrid;2007T4;6,4
Madrid;2007T3;5,97
Madrid;2007T2;6,17
Madrid;2007T1;6,43
Madrid;2006T4;6,46
Madrid;2006T3;5,97
Madrid;2006T2;6,91
Madrid;2006T1;5,87
Madrid;2005T4;5,9
Madrid;2005T3;6,22
Madrid;2005T2;6,96
Madrid;2005T1;8,26
Madrid;2004T4;6,95
Madrid;2004T3;6,49
Madrid;2004T2;6,86
Madrid;2004T1;6,65
Madrid;2003T4;7,16
Madrid;2003T3;7,48
Madrid;2003T2;7,06
Madrid;2003T1;7,77
Madrid;2002T4;6,99
Madrid;2002T3;7,75
Madrid;2002T2;6,96
Madrid;2002T1;7,49
Malaga;2024T4;12,76
Malaga;2024T3;12,06
Malaga;2024T2;12,59
Malaga;2024T1;16,83
Malaga;2023T4;16,4
Malaga;2023T3;16,12
Malaga;2023T2;16,04
Malaga;2023T1;18,73
Malaga;2022T4;19,39
Malaga;2022T3;16,06
Malaga;2022T2;18,01
Malaga;2022T1;20,31
Malaga;2021T4;19,98
Malaga;2021T3;19,95
Malaga;2021T2;19,1
Malaga;2021T1;22,68
Malaga;2020T4;19,32
Malaga;2020T3;22,6
Malaga;2020T2;20,06
Malaga;2020T1;19,4
Malaga;2019T4;17,75
Malaga;2019T3;18,09
Malaga;2019T2;17,27
Malaga;2019T1;17,46
Malaga;2018T4;16,56
Malaga;2018T3;17,88
Malaga;2018T2;20,21
Malaga;2018T1;22,11
Malaga;2017T4;20,73
Malaga;2017T3;20,88
Malaga;2017T2;21,94
Malaga;2017T1;26,2
Malaga;2016T4;25
Malaga;2016T3;25,26
Malaga;2016T2;25,94
Malaga;2016T1;28,03
Malaga;2015T4;26,98
Malaga;2015T3;28,97
Malaga;2015T2;29,95
Malaga;2015T1;32,37
Malaga;2014T4;30,86
Malaga;2014T3;30,44
Malaga;2014T2;32,69
Malaga;2014T1;36,52
Malaga;2013T4;36,2
Malaga;2013T3;34,34
Malaga;2013T2;35,73
Malaga;2013T1;36,67
Malaga;2012T4;35,5
Malaga;2012T3;33,21
Malaga;2012T2;34,32
Malaga;2012T1;34,12
Malaga;2011T4;31,3
Malaga;2011T3;29,83
Malaga;2011T2;29,4
Malaga;2011T1;32,03
Malaga;2010T4;30,12
Malaga;2010T3;27,8
Malaga;2010T2;28,84
Malaga;2010T1;29,73
Malaga;2009T4;27,37
Malaga;2009T3;23,04
Malaga;2009T2;27,33
Malaga;2009T1;26,83
Malaga;2008T4;23,37
Malaga;2008T3;17,82
Malaga;2008T2;16,08
Malaga;2008T1;15,44
Malaga;2007T4;12,36
Malaga;2007T3;10,4
Malaga;2007T2;10,18
Malaga;2007T1;10,4
Malaga;2006T4;10,36
Malaga;2006T3;10,81
Malaga;2006T2;10,59
Malaga;2006T1;12,32
Malaga;2005T4;11,06
Malaga;2005T3;9,86
Malaga;2005T2;12,8
Malaga;2005T1;12,52
Malaga;2004T4;13,25
Malaga;2004T3;13,95
Malaga;2004T2;15,89
Malaga;2004T1;16,85
Malaga;2003T4;17,21
Malaga;2003T3;15,89
Malaga;2003T2;15,17
Malaga;2003T1;16,7
Malaga;2002T4;16,77
Malaga;2002T3;14,45
Malaga;2002T2;13,54
Malaga;2002T1;14,88
Murcia;2024T4;13,4
Murcia;2024T3;11,95
Murcia;2024T2;12,63
Murcia;2024T1;12,95
Murcia;2023T4;11,46
Murcia;2023T3;13,53
Murcia;2023T2;12,46
Murcia;2023T1;13,65
Murcia;2022T4;13,01
Murcia;2022T3;15,16
Murcia;2022T2;12,53
Murcia;2022T1;13,64
Murcia;2021T4;13,19
Murcia;2021T3;15,2
Murcia;2021T2;13,62
Murcia;2021T1;16,88
Murcia;2020T4;15,39
Murcia;2020T3;17,21
Murcia;2020T2;15,62
Murcia;2020T1;16,46
Murcia;2019T4;16,08
Murcia;2019T3;14,16
Murcia;2019T2;13,36
Murcia;2019T1;15,12
Murcia;2018T4;15,83
Murcia;2018T3;16,33
Murcia;2018T2;16,29
Murcia;2018T1;18,6
Murcia;2017T4;17,21
Murcia;2017T3;18,11
Murcia;2017T2;17,47
Murcia;2017T1;19,34
Murcia;2016T4;18,58
Murcia;2016T3;19,75
Murcia;2016T2;18,7
Murcia;2016T1;22,1
Murcia;2015T4;23,51
Murcia;2015T3;23,49
Murcia;2015T2;24,77
Murcia;2015T1;26,69
Murcia;2014T4;27,26
Murcia;2014T3;26,25
Murcia;2014T2;25,12
Murcia;2014T1;27,71
Murcia;2013T4;28,5
Murcia;2013T3;28,72
Murcia;2013T2;28,79
